30965.666636	9497
31065.836363	9497
31166.396232	9503
31266.574224	9499
31366.688777	9499
31466.771921	9499
31566.844646	9499
31667.157361	9496
31767.16885	9496
31867.673216	9496
31968.217836	9496
32069.05128	9497
32169.110108	9498
32269.266972	9498
32369.686809	9498
32470.016696	9498
32570.620538	9498
32670.71891	9496
32770.810891	9494
32871.069305	9494
32971.145115	9494
33071.317948	9495
33171.385903	9501
33271.560709	9497
33371.654313	9497
33471.782824	9497
33571.928335	9497
33672.465341	9496
33772.837067	9493
33872.976476	9491
33973.037367	9492
34073.322031	9492
34173.384296	9502
34273.736816	9497
34374.17173	9497
34474.240166	9496
34574.361814	9509
34674.679588	9579
34775.134651	9667
34875.30579	9782
34975.412448	9872
35075.498349	9897
35175.592393	9840
35275.697177	9636
35375.854941	9476
35475.986646	9476
35576.124735	9476
35676.478587	9476
35776.323042	9475
35876.421956	9475
35976.770048	9474
36077.044412	9474
36177.092891	9481
36277.526112	9476
36377.608585	9475
36478.02668	9475
36578.153115	9383
36678.281974	9189
36778.679389	8997
36878.98426	9476
36979.087112	10623
37079.169815	11768
37179.246426	12915
37279.549363	13938
37379.591622	8328
37480.0873	8901
37580.506215	9472
37680.837445	9471
37780.899831	9470
37880.978096	9470
37981.054567	9471
38081.207743	9471
38181.319802	9477
38281.413215	9473
38381.510676	9474
38481.633445	9474
38582.647248	9473
38682.973137	9494
38783.550981	9540
38883.775753	9628
38983.849499	9733
39083.938354	9847
39184.148446	9971
39284.181688	10087
39384.558713	10182
39484.852322	10261
39584.914067	10305
39685.154346	10311
39785.191894	10270
39885.577506	10172
39985.963401	10010
40086.253554	9777
40186.305018	9467
40286.447915	9463
40386.820153	9462
40486.908416	9462
40587.071951	9462
40687.216762	9462
40787.302891	9460
40887.440297	9460
40987.81466	9460
41088.053886	9460
41188.130538	9466
41288.249872	9462
41388.33027	9463
41488.473727	9462
41588.51321	9462
41688.926344	9462
41789.195518	9460
41889.31481	9460
41989.539661	9460
42089.906487	9460
42189.951091	9465
42290.188304	9462
42390.328325	9462
42490.424673	9463
42590.638154	9462
42690.844358	9462
42791.218279	9458
42891.415909	9458
42991.521314	9458
43091.601072	9459
43191.663929	9465
43292.159979	9461
43392.290303	9460
43492.675784	9460
43592.830463	9460
43692.872461	9460
43793.026748	9458
43893.445572	9458
43993.862475	9458
44093.989141	9458
44194.029705	9464
44294.142656	9464
44394.203167	9464
44494.388315	9464
44594.418028	9476
44694.733418	9548
44794.864163	9656
44894.957496	9771
44995.070205	9861
45095.242258	9886
45195.282861	9827
45295.432572	9625
45395.552485	9465
45495.654424	9465
45595.78041	9465
45696.416502	9465
45796.549791	9464
45896.644036	9464
45996.931895	9464
46097.344219	9467
46197.41517	9470
46297.843553	9464
46398.255816	9464
46498.710979	9464
46598.500833	9373
46698.557026	9175
46798.625213	8983
46898.714008	9463
46998.90791	10611
47099.032493	11756
47199.079188	12903
47299.230362	13926
47399.325418	8315
47499.571618	8887
47600.207101	9458
47700.912564	9458
47801.461274	9456
47901.878626	9456
48002.239312	9456
48102.315032	9457
48202.384652	9460
48303.058125	9458
48403.212142	9458
48503.341735	9458
48603.447601	9458
48703.524885	9479
48803.616425	9535
48904.17303	9622
49004.539416	9727
49104.906635	9841
49204.776729	9966
49304.869701	10079
49404.97044	10175
49505.106242	10253
49605.500492	10297
49706.054701	10304
49806.552686	10264
49906.706653	10144
50008.608636	9992
50108.775918	9456
50208.797648	9461
50309.223316	9458
50409.376573	9457
50509.420773	9458
50609.672144	9458
50709.715745	9458
50810.188331	9456
50910.328572	9456
51010.438598	9456
51110.510291	9456
51210.570402	9460
51310.759977	9458
51411.041865	9458
51511.139467	9458
51611.246656	9459
51711.334911	9458
51811.44216	9458
51911.76203	9457
52012.248662	9458
52112.639114	9458
52212.691581	9463
52312.839738	9460
52412.927572	9460
52513.126564	9460
52613.991498	9460
52714.384284	9459
52814.564522	9459
52914.718419	9457
53014.917602	9459
53115.082359	9459
53215.152941	9464
53315.367512	9463
53415.431962	9463
53515.510467	9463
53615.770746	9463
53715.853339	9463
53816.431754	9461
53916.592074	9461
54016.677915	9462
54116.732274	9461
54216.812714	9465
54317.097257	9463
54417.319403	9463
54517.328579	9476
54617.597021	9489
54717.728587	9587
54817.868057	9683
54918.001948	9797
55018.016362	9887
55118.278785	9819
55218.29832	9623
55318.396953	9462
55418.759243	9462
55518.844912	9464
55618.935341	9462
55719.064581	9462
55819.170068	9460
55919.736761	9459
56019.862586	9460
56119.964627	9458
56220.02065	9463
56320.323949	9460
56420.415418	9460
56520.507179	9367
56620.600483	9178
56720.692624	8985
56820.869636	8985
56921.10185	9479
57021.176479	10608
57121.227334	11755
57221.304166	12907
57321.425493	13946
57421.724282	8318
57521.772312	8895
57621.893337	9462
57722.010467	9462
57822.084946	9460
57922.300849	9461
58022.418159	9461
58122.635546	9460
58222.720272	9464
58322.881394	9463
58422.964298	9463
58523.062392	9463
58623.983251	9463
58724.146766	9484
58824.203501	9540
58924.333945	9626
59024.415516	9732
59124.523298	9846
59224.585592	9969
59324.768956	10032
59424.88331	10127
59525.279663	10210
59625.371545	10250
59725.483574	10257
59825.612354	10216
59925.804204	10121
60025.805955	9959
60126.333796	9726
