0.141436	8292
100.231651	9436
200.410364	9439
300.574178	9436
400.685685	9436
500.861091	9436
601.360266	9436
701.529942	9435
801.833508	9435
902.498675	9435
1001.977662	9440
1102.078629	9437
1202.940496	9437
1303.04561	9437
1403.356	9437
1503.441737	9438
1603.523007	9436
1703.708363	9436
1803.832753	9436
1903.932397	9436
2004.021691	9442
2104.102961	9438
2204.256447	9438
2304.378141	9439
2404.552576	9439
2504.565327	9439
2604.837905	9437
2704.898947	9437
2805.123555	9437
2905.591392	9437
3005.669787	9442
3105.963334	9439
3205.993058	9439
3306.259885	9439
3406.50873	9439
3506.559733	9439
3606.854002	9438
3706.884918	9437
3807.029397	9437
3907.147134	9439
4007.213917	9444
4107.490954	9441
4207.513693	9441
4307.62496	9440
4407.796849	9440
4507.8631	9452
4607.974988	9523
4708.262254	9634
4808.238547	9751
4908.574375	9838
5008.644654	9869
5109.50653	9802
5209.575146	9514
5310.171003	9440
5410.752	9440
5511.297213	9440
5611.368112	9438
5711.450885	9438
5811.615581	9438
5912.167264	9438
6012.216904	9442
6112.310367	9441
6212.391968	9440
6312.461975	9440
6412.700701	9439
6512.71221	9347
6612.835868	9150
6712.918341	8974
6813.011954	9441
6913.152363	10585
7013.230518	11734
7113.348547	12879
7213.43159	13885
7313.522477	11907
7413.672086	8866
7513.860107	9438
7613.998993	9436
7714.168219	9436
7814.308519	9436
7914.580637	9437
8014.580093	9440
8114.950206	9438
8215.216865	9438
8315.399283	9438
8415.445287	9438
8515.552245	9438
8615.766925	9457
8716.355127	9514
8816.88008	9602
8916.956231	9707
9017.157996	9821
9117.544279	9942
9217.767235	10062
9317.80801	10155
9417.933081	10234
9518.004041	10278
9618.285738	10283
9718.401232	10246
9818.859579	10151
9919.020669	9987
10019.119873	9756
10119.22076	9440
10219.476386	9440
10320.010347	9440
10420.933388	9440
10521.415041	9440
10621.726972	9438
10721.803022	9438
10822.143219	9437
10922.413094	9438
11022.849651	9442
11122.998867	9440
11223.111877	9440
11323.207715	9440
11423.375588	9440
11523.79435	9440
11623.966681	9439
11724.617521	9439
11824.686118	9439
11924.940893	9439
12024.958102	9439
12125.068577	9441
12225.349482	9441
12325.351814	9441
12425.460516	9441
12525.584174	9441
12626.165294	9439
12726.663697	9439
12827.051784	9439
12927.164694	9440
13027.284244	9440
13127.437309	9442
13227.948507	9442
13328.485935	9442
13428.595799	9442
13528.704238	9442
13628.788303	9440
13728.997254	9440
13829.325177	9439
13929.870359	9439
14029.977808	9440
14130.065349	9442
14230.305467	9442
14330.70229	9442
14430.897805	9442
14531.584633	9454
14631.67531	9524
14731.745027	9643
14831.91279	9753
14932.029798	9843
15032.093636	9845
15132.259154	9800
15232.343019	9594
15332.636667	9442
15432.667352	9442
15532.847859	9442
15633.046439	9440
15733.0908	9441
15833.611766	9441
15933.847867	9443
16034.158156	9443
16134.596387	9445
16234.664352	9445
16335.507534	9445
16434.879942	9446
16534.967534	9355
16635.191583	9163
16735.315812	8968
16835.612006	9444
16935.695981	10591
17035.917675	11739
17136.298207	12886
17236.372895	13875
17336.542792	8299
17436.656002	8874
17536.739385	9446
17636.853396	9444
17737.007022	9444
17837.15125	9444
17937.188348	9444
18037.296779	9444
18137.759376	9446
18238.027146	9446
18338.221038	9446
18438.854376	9446
18539.163633	9446
18639.250543	9466
18739.350719	9522
18839.51189	9610
18939.565809	9715
19039.789997	9829
19140.595278	9950
19240.967234	10065
19341.167758	10167
19441.238249	10242
19541.281888	10290
19641.698949	10295
19742.039787	10257
19842.423584	10161
19942.892222	9996
20042.980105	9764
20143.15969	9443
20243.24649	9442
20343.413121	9443
20443.523075	9443
20543.606189	9442
20643.708569	9443
20743.842127	9441
20844.333347	9441
20944.646714	9441
21044.721853	9441
21144.842968	9443
21244.999349	9442
21345.133157	9443
21445.230497	9442
21545.296368	9442
21645.447017	9440
21745.718685	9441
21846.093327	9440
21946.682471	9441
22046.760145	9442
22147.174711	9444
22247.327386	9445
22347.624982	9444
22447.672188	9444
22547.76498	9445
22648.387988	9442
22748.520014	9442
22848.956441	9443
22949.044134	9444
23049.306504	9444
23149.610162	9445
23249.810526	9445
23349.929798	9445
23450.010878	9445
23550.097768	9445
23650.385406	9444
23750.579368	9443
23850.945323	9443
23951.344411	9443
24051.138191	9444
24151.28289	9445
24251.453118	9445
24351.836636	9445
24451.908639	9446
24552.013353	9458
24652.274341	9530
24752.941993	9639
24853.434256	9749
24953.73582	9840
25053.825736	9866
25153.918328	9801
25254.195617	9601
25354.416118	9442
25454.481879	9442
25555.312668	9442
25654.726524	9442
25754.804027	9440
25854.922437	9449
25955.099688	9445
26055.181801	9445
26155.300862	9447
26255.380029	9447
26355.458944	9447
26455.55344	9447
26556.083813	9355
26656.217753	9159
26756.301397	8973
26856.599745	9449
26956.665947	10595
27057.095562	11739
27157.488027	12890
27257.988555	13881
27358.089442	8304
27458.260691	8876
27558.731433	9446
27659.105253	9447
27759.206441	9448
27859.540758	9445
27959.624232	9447
28059.899327	9447
28159.972451	9453
28260.053622	9449
28360.935857	9449
28460.2683	9448
28560.400125	9448
28660.679086	9469
28761.033961	9524
28861.113407	9611
28961.305046	9717
29061.416484	9831
29161.430277	9953
29261.574366	10068
29361.962232	10166
29462.14335	10244
29562.34714	10288
29662.377605	10295
29762.479183	10257
29863.147817	10159
29963.268932	9996
30063.782747	9766
30163.473503	9456
30263.609406	9453
30363.869793	9453
30464.230538	9453
30564.835322	9453
30664.969742	9454
30764.99129	9497
30865.609461	9497
